scenario_id,scenario_name,entity_type,school_id,school_name,region,priority_rank,future_priority_rank,rank_change,risk_score,priority_score,demand_pressure_index,future_priority_score,data_origin,scenario_type
A,Conservative Growth,region,,SIMIYU,SIMIYU,22,24,-2,8.844839643051184,37.20402440726985,74.50932165871416,33.321409951871246,synthetic,hypothetical_policy_scenario
A,Conservative Growth,region,,SONGWE,SONGWE,20,22,-2,14.638078468609525,37.88214110456588,63.929573075724534,33.79400244441507,synthetic,hypothetical_policy_scenario
A,Conservative Growth,region,,MJINI MAGHARIBI,MJINI MAGHARIBI,2,5,-3,28.296233037624745,42.11702140012154,52.20352600681098,38.60600697646071,synthetic,hypothetical_policy_scenario
A,Conservative Growth,region,,DODOMA,DODOMA,12,17,-5,15.43601814574629,38.748359692194974,69.05085409666502,35.48392195450951,synthetic,hypothetical_policy_scenario
A,Conservative Growth,region,,MARA,MARA,5,10,-5,14.728177735991627,41.13049068852649,72.49393869790471,36.84225510938819,synthetic,hypothetical_policy_scenario
A,Conservative Growth,region,,NJOMBE,NJOMBE,23,28,-5,11.7336231510584,36.839236737549854,63.92298860725957,32.21374167689522,synthetic,hypothetical_policy_scenario
A,Conservative Growth,region,,IRINGA,IRINGA,19,25,-6,12.684959143067804,37.94705353438631,64.85109855706658,33.223024782394965,synthetic,hypothetical_policy_scenario
A,Conservative Growth,region,,LINDI,LINDI,9,15,-6,12.84197949680209,39.56500659343562,76.01681295586602,36.166157027268284,synthetic,hypothetical_policy_scenario
A,Conservative Growth,region,,MTWARA,MTWARA,8,16,-8,15.138119010705694,39.92879678275717,69.55654881478506,35.93807608034216,synthetic,hypothetical_policy_scenario
A,Conservative Growth,region,,RUVUMA,RUVUMA,17,26,-9,13.15909616684323,38.32561175918986,60.99422032326445,32.792727235066124,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5326,KIUMAKO SECONDARY SCHOOL,KILIMANJARO,5530,1138,4392,31.71806167400881,25.976955128205137,94.76923076923079,42.03185287473174,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0737,KIWANI SECONDARY SCHOOL,KUSINI PEMBA,4981,900,4081,30.43589743589744,30.398125,96.1021505376344,43.55403908188586,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5095,KITANDILILO SECONDARY SCHOOL,NJOMBE,4928,1198,3730,32.508960573476706,30.719375,81.9484240687679,41.68101904314427,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1825,KIZIGO SECONDARY SCHOOL,SINGIDA,4446,753,3693,34.93776039156849,32.90285317488018,87.1951219512195,44.575269816823365,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2248,MUKWASA DAY SECONDARY SCHOOL,KILIMANJARO,4712,1060,3652,31.580181264249838,31.784375,85.83815028901735,42.51345256350341,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4916,FAITH SECONDARY SCHOOL,DAR ES SALAAM,5883,2257,3626,30.552147239263803,22.493205128205137,82.5,37.718140946987575,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5182,NARUNGOMBE SECONDARY SCHOOL,LINDI,5445,1823,3622,21.080869459871103,26.818141636418638,100.0,39.1596044385159,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0475,KIDIA SECONDARY SCHOOL,KILIMANJARO,4452,834,3618,32.24788661448391,32.881924865046216,89.69957081545064,43.99183875490218,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3361,ITONJANDA SECONDARY SCHOOL,TABORA,4366,857,3509,27.41052081061437,33.32564163641864,97.94520547945206,43.88350607470362,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2196,HEKA SECONDARY SCHOOL,SINGIDA,4460,1064,3396,31.54604277743528,32.853141636418634,83.69565217391305,42.49880420032417,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S6534,GOODWILL NOVELLUS SECONDARY SCHOOL,ARUSHA,5698,2329,3369,19.983740506353723,24.42383012821437,99.0,37.56302825382724,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0251,AT-TAAUN ISLAMIC GIRLS' SEMINARY,MOROGORO,5244,1909,3335,18.6438390977255,28.51564163641864,100.0,38.86379229365765,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4219,KIZIMKAZI SECONDARY SCHOOL,KUSINI UNGUJA,5313,2000,3313,35.31531531531532,28.01070512820514,66.26506024096385,38.58342022560095,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2795,RUNGWA SECONDARY SCHOOL,SINGIDA,5077,1785,3292,32.49178208431911,29.776955128205135,71.84684684684686,39.27686425437908,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5086,SWAFAA ISLAMIC SEMINARY,TANGA,4997,1754,3243,18.096360326793977,30.29780000000006,100.0,39.357664130717616,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2951,MBWEI SECONDARY SCHOOL,TANGA,4855,1625,3230,36.766917293233085,31.07320512820514,63.61940298507462,39.85992956559022,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S6693,NYAHUA SECONDARY SCHOOL,TABORA,4945,1719,3226,32.35730705181376,30.636330128205135,71.4179104477612,39.4810369615598,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4332,KALYA SECONDARY SCHOOL,KIGOMA,3723,506,3217,32.73184153533478,35.160625,100.0,47.15698661413391,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4487,IKOWA SECONDARY SCHOOL,DODOMA,4693,1481,3212,31.399379535025325,31.84820512820514,75.34246575342466,40.36752701597712,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1815,THERESIA SECONDARY SCHOOL,KILIMANJARO,4565,1377,3188,32.77950816092259,32.31001663641864,73.98576512455516,40.83296294384753,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0293,ATHENA SECONDARY SCHOOL,PWANI,4673,1556,3117,18.316683396550456,31.91376663641864,100.0,40.092180013187644,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1698,ITALA SECONDARY SCHOOL,MBEYA,3914,810,3104,29.283679866782425,34.73125,92.68518518518519,44.14300898375001,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1700,MKUTI SECONDARY SCHOOL,KIGOMA,3753,654,3099,28.48478278597317,35.088750000000005,100.0,45.42941311438927,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1991,ISAKAMALIWA SECONDARY SCHOOL,TABORA,5121,2022,3099,16.761512427068705,29.535080128205134,100.0,38.51863702210954,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2316,BUHINGU SECONDARY SCHOOL,KIGOMA,4213,1137,3076,30.203186758924726,33.93375,81.93343898573693,42.04146250071727,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4779,ILINDI SECONDARY SCHOOL,DODOMA,3821,773,3048,26.08693754349189,34.92814163641863,100.0,44.40603167196421,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1580,KATALE SECONDARY SCHOOL,KAGERA,4295,1263,3032,33.72262773722628,33.64125,71.81528662420382,41.30860841973128,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0384,MIKUNGUNI SECONDARY SCHOOL,MJINI MAGHARIBI,5315,2302,3013,22.13431972012663,27.99125,87.84722222222221,37.6196723324951,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3450,BERABERA SECONDARY SCHOOL,DODOMA,4699,1735,2964,31.007823649897297,31.83133012820514,71.4179104477612,39.419243600793216,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0287,KIPOK GIRLS' SECONDARY SCHOOL,ARUSHA,4559,1618,2941,19.127348454910354,32.34375,96.49122807017545,39.88668499599923,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5123,LUGHANO SECONDARY SCHOOL,IRINGA,5181,2245,2936,27.348206427470814,28.99008012820514,76.15384615384617,37.76608385303962,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3818,BUSAMI SECONDARY SCHOOL,KIGOMA,3611,679,2932,27.57473329697137,35.38260080645161,100.0,45.182933641369196,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2800,ISSEKE SECONDARY SCHOOL,SINGIDA,4169,1268,2901,30.3796501167319,34.05814163641864,77.60736196319019,41.296589093898255,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1028,BUTUNDWE SECONDARY SCHOOL,GEITA,4196,1299,2897,34.37992713434398,33.975208333333335,69.18238993710692,41.17853217449231,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3893,CHUMBAGENI SECONDARY SCHOOL,TANGA,3874,993,2881,33.38409284118403,34.83459061135372,78.42465753424659,42.97240488786442,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4835,MABALE SECONDARY SCHOOL,KAGERA,4069,1203,2866,29.105561167669094,34.326875,81.40794223826715,41.65456291472107,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4734,LAIKALA SECONDARY SCHOOL,DODOMA,4833,1980,2853,34.19717962241119,31.201624245852194,62.33333333333334,38.62618821397202,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1705,MADIBA SECONDARY SCHOOL,DAR ES SALAAM,4849,2016,2833,15.210924561317247,31.098528050896377,100.0,38.52378104488545,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0314,KAZIMA SECONDARY SCHOOL,TABORA,5371,2553,2818,14.707215182927415,27.46125,100.0,36.86738607317096,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4914,MEMBE SECONDARY SCHOOL,DODOMA,4109,1297,2812,22.51935217753073,34.21626663641863,92.45014245014247,41.18427601560824,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1662,MKONO SECONDARY SCHOOL,MARA,4542,1748,2794,31.767946475351472,32.425625000000004,68.48249027237355,39.3739266446153,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S6727,NAMBALA SECONDARY SCHOOL,SONGWE,4910,2117,2793,28.92966440294284,30.839455128205135,71.29629629629629,38.16690707171845,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4726,BUTOBELA SECONDARY SCHOOL,GEITA,4239,1473,2766,28.180133662259653,33.84626663641863,77.92607802874744,40.39577572522081,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2577,MIGURUWE SECONDARY SCHOOL,LINDI,4787,2040,2747,24.6018016732474,31.403830128205136,80.25751072961374,38.45375486650377,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3864,UYOGO SECONDARY SCHOOL,SHINYANGA,4650,1906,2744,21.50530737772044,32.02875,87.34729493891798,38.883081938871776,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S6636,KISUBIU SECONDARY SCHOOL,SINGIDA,4510,1768,2742,24.996299452746445,32.59008012820514,81.4,39.31455183238064,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2671,MATIMBWA SECONDARY SCHOOL,PWANI,4029,1306,2723,29.58533033794119,34.431875,77.6978417266187,41.14645048050022,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3424,CHONGOLEANI SECONDARY SCHOOL,TANGA,3470,752,2718,28.17923226594852,35.70095512820434,95.2970297029703,44.61148089825521,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S6113,HIGHWAY SECONDARY SCHOOL,IRINGA,5099,2389,2710,13.736482983978211,29.66320512820514,100.0,37.35987524487334,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5160,AL-SAFA SECONDARY SCHOOL,MTWARA,5080,2384,2696,15.138021580375591,29.759391636418638,97.1467391304348,37.38831311280465,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2797,IPAMUDA SECONDARY SCHOOL,SINGIDA,4974,2282,2692,23.296540213681556,30.45013080388081,80.75396825396827,37.6494620578186,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4850,KIDODOMA SECONDARY SCHOOL,RUVUMA,4604,1912,2692,34.99705879561001,32.18162424585219,59.935897435897445,38.85865270376437,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2010,KIFAI MODERN SECONDARY SCHOOL,DAR ES SALAAM,4277,1612,2665,18.17645590735401,33.710625,95.79256360078277,39.913345083098164,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2083,BUKO SECONDARY SCHOOL,MARA,3750,1089,2661,20.82580818650893,35.09125,100.0,42.366823274603576,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4075,ICHAMA SECONDARY SCHOOL,TABORA,4181,1520,2661,41.85525555404571,34.0175002068657,49.358974358974365,40.22089717615944,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2218,NAHUKAHUKA SECONDARY SCHOOL,LINDI,3636,1001,2635,22.157008429890737,35.33314163641863,99.7983870967742,42.9557374458786,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0882,SONGEA MUSLIM SEMINARY,RUVUMA,2896,265,2631,44.18073292951763,37.21582007410647,100.0,52.55862120144964,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1068,NASIBUGANI SECONDARY SCHOOL,PWANI,4664,2035,2629,24.78523967362535,31.958830128205136,78.89344262295083,38.47631644532236,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4201,SIUYU SECONDARY SCHOOL,SINGIDA,3877,1253,2624,25.86656465979293,34.825625,85.51236749116609,41.37934936215039,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5542,NAMNYAKI SECONDARY SCHOOL,IRINGA,4323,1700,2623,25.75580275707025,33.50813568376054,79.3269230769231,39.57095999171694,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2505,RWEPA'S SECONDARY SCHOOL,SHINYANGA,5350,2733,2617,25.32477685989096,27.681266636418638,75.77777777777777,36.3579729540794,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3187,MTANDE SECONDARY SCHOOL,MBEYA,3493,882,2611,29.55689806142847,35.65875,87.90983606557377,43.668226437686144,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3442,TURA SECONDARY SCHOOL,TABORA,3524,929,2595,22.655680960742515,35.593125,100.0,43.299522384297006,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4825,LESOIT SECONDARY SCHOOL,MANYARA,4410,1826,2584,19.880095412179703,33.07054917223421,89.84830805134189,39.14991944403394,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1992,DINDUMA SECONDARY SCHOOL,MTWARA,4027,1469,2558,27.183349272196704,34.439391636418634,78.77604166666667,40.40430469677947,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3898,IMALILO SECONDARY SCHOOL,MBEYA,3717,1161,2556,29.635389530268696,35.170625,79.83870967741935,41.89014774759135,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2746,MWAKIJEMBE SECONDARY SCHOOL,TANGA,3489,935,2554,24.58084431763259,35.666266636418634,95.81881533101047,43.26260744782259,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4060,KETUMBEINE SECONDARY SCHOOL,ARUSHA,4307,1758,2549,14.758713569412851,33.585625,100.0,39.33773542776514,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0884,MAMBWE SECONDARY SCHOOL,RUKWA,3816,1274,2542,18.523163445810425,34.934375,99.50657894736842,41.28433116779786,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5104,MUSA AKASHA SECONDARY SCHOOL,MARA,4442,1907,2535,24.71773609136175,32.941875,79.08031088082902,38.879906612710506,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0693,MANYARA SECONDARY SCHOOL,ARUSHA,4774,2252,2522,21.391205709775196,31.46357434640523,82.9972602739726,37.741364077266695,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3121,MKALAPA SECONDARY SCHOOL,MTWARA,3896,1379,2517,24.357427904294138,34.77875,85.83815028901735,40.82210121952113,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1702,ISELAMAGAZI SECONDARY SCHOOL,SHINYANGA,3894,1390,2504,31.39961020223164,34.78125,71.42857142857143,40.758058366606946,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1067,BISHOP ALPHA MEMORIAL HIGH SCHOOL,KILIMANJARO,4953,2451,2502,25.030406981741518,30.554270838099043,74.67362924281986,37.1685969765002,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5224,MWAMBISI FOREST SECONDARY SCHOOL,PWANI,4070,1572,2498,31.44536654039504,34.325625,68.65411436541143,40.0392194892403,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2603,LIUGURU SECONDARY SCHOOL,LINDI,4818,2325,2493,12.632302002896331,31.285641636418635,100.0,37.56717745572598,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5090,KAKUBILO SECONDARY SCHOOL,GEITA,4292,1800,2492,25.52968430902645,33.663125,77.67803710353083,39.21273114431675,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4191,MWASHIKU SECONDARY SCHOOL,TABORA,4348,1868,2480,14.157974606770296,33.37939163641863,100.0,39.014946497275574,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4448,SIKIRARI SECONDARY SCHOOL,KILIMANJARO,3210,740,2470,25.516689312776677,36.27,100.0,44.71467572511067,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4931,MKUNGUAKIHENDO SECONDARY SCHOOL,SINGIDA,3571,1109,2462,23.540528596773484,35.48876663641863,93.27485380116958,42.26668885351077,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0762,KOME SECONDARY SCHOOL,MWANZA,3538,1080,2458,27.70229502715784,35.548004679144384,85.49459684123026,42.39903925076695,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2221,NAIPINGO SECONDARY SCHOOL,LINDI,3854,1415,2439,16.637593021002992,34.86875,100.0,40.602537208401195,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5397,MSASANI ISLAMIC SECONDARY SCHOOL,DAR ES SALAAM,4638,2199,2439,31.029267379847223,32.07699461964113,63.42187499999999,37.926879799795344,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0215,MTWARA GIRLS SECONDARY SCHOOL,MTWARA,4739,2306,2433,18.5798640159125,31.6775,87.52019386106625,37.60698437857825,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0318,KIBOHEHE SECONDARY SCHOOL,KILIMANJARO,4082,1652,2430,23.046431169826,34.28530258413095,84.14999999999999,39.76269350158278,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3858,BUIKO SECONDARY SCHOOL,TANGA,4224,1799,2425,19.99514146136086,33.891891636418634,88.29431438127091,39.213676115365985,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5353,LUGUFU BOYS SECONDARY SCHOOL,KIGOMA,4633,2212,2421,22.373418363800567,32.09070512820514,80.48780487804879,37.883210372412044,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S6381,NELKEN SECONDARY SCHOOL,MJINI MAGHARIBI,4882,2462,2420,18.221923158322,30.938330128204456,87.3972602739726,37.143553369405105,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0820,MKUZI SECONDARY SCHOOL,TANGA,4250,1852,2398,30.083259674908867,33.815,67.65557163531116,39.090418197025784,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4713,ANNA MAGOWA SECONDARY SCHOOL,LINDI,4316,1919,2397,13.54728434009585,33.545625,100.0,38.83716373603834,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5468,NYANKENDE SECONDARY SCHOOL,SHINYANGA,4149,1755,2394,21.9031157219738,34.09880281690127,84.76190476190477,39.353148367930984,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2237,KIHANGA SECONDARY SCHOOL,KAGERA,4365,1973,2392,27.667671119386963,33.3325,71.22687439143137,38.64544332604106,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3473,DONGO SECONDARY SCHOOL,MANYARA,3554,1162,2392,28.800049391910168,35.51694444444445,80.81632653061224,41.8900628406643,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5156,IRENZA SECONDARY SCHOOL,MWANZA,3600,1216,2384,21.277472308453422,35.41407509157509,94.5,41.57661896001141,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S6340,KIWALANI SECONDARY SCHOOL,DAR ES SALAAM,3083,701,2382,37.58260378424174,36.64153523489933,76.70826833073323,45.031309273803075,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4750,KIKALE SECONDARY SCHOOL,PWANI,4637,2256,2381,27.36045099799557,32.07758012820514,69.71830985915494,37.71887442231128,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S6862,MISUGUSUGU SECONDARY SCHOOL,PWANI,4702,2324,2378,30.67541489361702,31.823830128205135,62.85714285714287,37.57112658015744,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2475,MALINYI SECONDARY SCHOOL,MOROGORO,4012,1642,2370,27.67962393399013,34.4725,74.70373746581586,39.80159706675923,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4138,KIHENYA SECONDARY SCHOOL,KIGOMA,3686,1317,2369,17.536386360465805,35.235625,100.0,41.10880454418633,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S2900,ZUZU SECONDARY SCHOOL,DODOMA,3766,1403,2363,28.345466402651432,35.06189163641864,76.52173913043478,40.66729104171499,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4013,BOKO MTAMBANI SECONDARY SCHOOL,DAR ES SALAAM,2839,476,2363,32.72257697293187,37.4157476993865,97.90171606864276,47.6356730826559,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5111,MURIET SPRING SECONDARY SCHOOL,ARUSHA,5451,3089,2362,14.831841054776191,26.76570512820514,93.14516129032258,35.26805073125705,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0786,NDONO SECONDARY SCHOOL,TABORA,4407,2049,2358,12.954844785819049,33.1,100.0,38.42193791432762,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1183,SANYA JUU SECONDARY SCHOOL,KILIMANJARO,3868,1511,2357,34.52415812591508,34.840625,62.5169147496617,40.249296200298375,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3814,NYAMALALA SECONDARY SCHOOL,IRINGA,3332,977,2355,21.573773111394463,36.00178442028985,100.0,43.03022301267373,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S1275,NYERERE MEMORIAL SECONDARY SCHOOL,TANGA,3447,1100,2347,25.496794846941476,35.761702586206894,89.10614525139665,42.32462802353868,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3649,MILOLA SECONDARY SCHOOL,LINDI,4187,1840,2347,13.802544132424693,33.995625000000004,100.0,39.11926765296988,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3006,SEMEMBELA SECONDARY SCHOOL,TABORA,5131,2785,2346,29.306978771706536,29.414966491841238,63.46153846153846,36.18108579772681,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3155,PANGANI SECONDARY SCHOOL,PWANI,3684,1338,2346,24.2602706858012,35.23580882352941,86.09576427255988,41.01758465824422,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S5651,KIZENGI SECONDARY SCHOOL,TABORA,4370,2027,2343,20.499445794289127,33.31876663641864,84.85714285714286,38.49871354371167,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S0865,IGOTA SECONDARY SCHOOL,MOROGORO,3254,917,2337,28.316304007810714,36.159375,88.0323054331865,43.396732689761585,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S4570,MAGUNGU SECONDARY SCHOOL,MANYARA,4260,1925,2335,24.830651620898823,33.78564163641863,76.81564245810057,38.8096457945471,synthetic,hypothetical_policy_scenario
A,Conservative Growth,school,S3534,CENTRAL VALLEY SECONDARY SCHOOL,MWANZA,5599,3267,2332,11.459996350360012,25.336875,100.0,34.718748540144006,synthetic,hypothetical_policy_scenario
